FID;id;kkorgnr;enhedsnavn;forvaltning;centernavn;enhedstype;ejerforhold;distrikt;koerorgnr;remedybetaler;ean;cvr;se;opusnavn;losorg;losnavn;adm_enheds_id;pnummer;telefon;mail;facebook;www;vejadresseringsnavn;vejnavn;postnummer;bynavn;husnummer;etage;doerbetegnelse;adresse;nordlig;oestlig;giskoory;giskoorx;vejkode;kommunenavn;kommunekode;postboks;skoledistrikt;socialdistrikt;politidistrikt;postdistrikt;bydelnavn;rodenr;rodenavn;lokaludvalgnr;lokaludvalgnavn;locationuuid;type;alias;primaer;hemmelige;offentlig;lokationsnr;enhedsnr;cvr_branchekode;link_kkorg;ogc_fid;wkb_geometry
kkorg_enheder_offentlig.1505;1289;6753;Tvillingehuset;BUF;Område Valby/Vesterbro/Kgs. Enghave;Aldersintegrerede institutioner;Kommunal;Valby-Vesterbro-Kgs. Enghave;;;5,79801E+12;64942212;82601015;;6753;Valby/Vesterbro/Kgs. Enghave Klynge C;1065768;1029061668;51738236;tvillingehuset@kk.dk;;https://tvillingehuset-kk.aula.dk/;Saxtorphsvej 15;Saxtorphsvej;2500;Valby;15;;;Saxtorphsvej 15, 2500 Valby;124.993.929;556.612.367;6173930.13;720104.95;6292;København;101;;Vigerslev Allés Skole;Valby-Vesterbro-Kgs. Enghave;;Valby;Valby;220;Fengers;7;Valby;d16ac6ed-8615-4413-ba3d-510576c8c54f;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L5418;U4185;889150;https://kkorg.kk.dk/tree-unit/63f88daf6117000082002086;1505;MULTIPOINT ((12.49939290947068 55.66123676621263))
kkorg_enheder_offentlig.1517;1707;4975;Team Sundhedsplejersker - Indre By/Østerbro;BUF;Område Indre By/Østerbro;Sundhedspleje, hjemmesygepleje og jordemødre mv.;Kommunal;Indre By-Østerbro;38050;38050;5,79801E+12;64942212;82601015;Team Sundhedsplejersker - IBØ;380506006;;1027903;1026759583;33663366;;;;Kristianiagade 9;Kristianiagade;2100;København Ø;9;;;Kristianiagade 9, 2100 København Ø;125.872.994;556.948.823;6177954.5;725437.76;3960;København;101;;Langelinieskolen;City-Østerbro;;København Ø;Indre by;64;Mandals;2;Indre By;48318778-a3cc-48fa-93da-bbee963bfdc8;Områdekontor, Sundhedsplejersker;;JA;No;JA;L1915;U594;869010;https://kkorg.kk.dk/tree-unit/5ba3c71b76989e0638000573;1517;MULTIPOINT ((12.58729939160575 55.69488238035047))
kkorg_enheder_offentlig.1506;640;2155;Børnehuset Abel og Viktoria;BUF;Område Valby/Vesterbro/Kgs. Enghave;Vuggestuer;Kommunal;Valby-Vesterbro-Kgs. Enghave;37321;37321;5,79801E+12;64942212;82601015;;373213210;Valby/Vesterbro/Kgs. Enghave Klynge D;818225;1009932654;27251883;37321@buf.kk.dk;;https://abelogviktoria-kk.aula.dk;Viktoriagade 26;Viktoriagade;1655;København V;26;;;Viktoriagade 26, 1655 København V;125.591.055;556.704.056;6175141.01;723806.64;8332;København;101;;Gasværksvejens Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;168;Eriks;5;Vesterbro;0d82b3fd-1563-476b-b2ac-d30449bd6cba;Aldersintegreret institution, Daginstitution, Vuggestue;;NEJ;No;JA;L3417;U283;889120;https://kkorg.kk.dk/tree-unit/5ba3c71576989e13ec002dd9;1506;MULTIPOINT ((12.559105530621991 55.670405626055796))
kkorg_enheder_offentlig.1507;1578;2296;Kattinge Værk;BUF;Fagligt Center;Ferieboliger og andre indlogeringsfaciliteter til kortvarige ophold;Kommunal;Valby-Vesterbro-Kgs. Enghave;37437;37437;5,79801E+12;64942212;82601015;;374374370;;801498;1003257270;23273523;kattingevaerk@buf.kk.dk;;http://www.kattingevaerk.dk;Boserupvej 152;Boserupvej;4000;Roskilde;152;;;;;;;;645;Roskilde;265;;;;;;;;;;;8031b4a2-c4ca-42d8-976c-508a7c42f904;Koloni;;JA;No;JA;L1408;U537;552000;https://kkorg.kk.dk/tree-unit/5ba3c71a76989e063800041d;1507;
kkorg_enheder_offentlig.1508;553;5352;Fritidsinstitutionen ved Tagensbo Skole/Uglen;BUF;Område Nørrebro/Bispebjerg;Skolefritidsordninger og fritidshjem;Kommunal;Nørrebro-Bispebjerg;37621;37621;5,79801E+12;64942212;82601015;Fritidsinstitutionen ved Tagensbo Skole;5352;;1031906;1003251028;82565570;37621@buf.kk.dk;;https://tgb.aula.dk;Hovmestervej 19;Hovmestervej;2400;København NV;19;;;Hovmestervej 19, 2400 København NV;125.339.756;55.710.078;6179472.31;722002.06;3060;København;101;;Tagensbo Skole;Bispebjerg;;København NV;Bispebjerg;310;Hovmestervejs;10;Bispebjerg;2fd35da3-604b-40cd-843c-a528669948e6;Borgerhenvendelse, Fritidsinstitution, KKFO;;JA;No;JA;L3512;U478;889140;https://kkorg.kk.dk/tree-unit/5ba3c71976989e06380002bb;1508;MULTIPOINT ((12.53397562598879 55.71007801971181))
kkorg_enheder_offentlig.1509;1455;519;Krisecentret Garvergården;SOF;Borgercenter Voksne;Andre former for institutionsophold;Selvejende;Vesterbro-Kongens Enghave;68897;68897;5,79801E+12;24198081;24198081;;688971970;BCV CfUVF;750841;1006398819;51701089;;;;Dannebrogsgade 34;Dannebrogsgade;1660;København V;34;;;Dannebrogsgade 34, 1660 København V;125.526.743;556.696.244;6175033.39;723406.87;1260;København;101;;Oehlenschlægersgades Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;172;Absalons;5;Vesterbro;cad256ca-9385-4a0e-a10e-a4eaafa7d5cb;Tilbud;;JA;No;JA;L2793;U3235;879090;https://kkorg.kk.dk/tree-unit/5ba3c74776989e0efc003a09;1509;MULTIPOINT ((12.552674311873938 55.66962445813707))
kkorg_enheder_offentlig.1510;264;3068;Børnehuset Vesterbro;BUF;Område Valby/Vesterbro/Kgs. Enghave;Aldersintegrerede institutioner;Kommunal;Valby-Vesterbro-Kgs. Enghave;37266;37266;5,79801E+12;64942212;82601015;;372662660;Valby/Vesterbro/Kgs. Enghave Klynge E;865766;1019395002;24969876;37266@buf.kk.dk;;https://boernehusetvesterbro-kk.aula.dk;Vesterfælledvej 75;Vesterfælledvej;1750;København V;75;;;Vesterfælledvej 75, 1750 København V;125.387.267;556.651.544;6174491.4;722555.58;8212;København;101;;Vesterbro Ny Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;191;Alsgades;5;Vesterbro;1e5b212d-e3a2-4838-9b11-38e758c051c8;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L2589;U210;889150;https://kkorg.kk.dk/tree-unit/5ba3c71476989e11dc004673;1510;MULTIPOINT ((12.538726689169533 55.66515441662798))
kkorg_enheder_offentlig.1511;502;5290;Fritidsinstitutionen ved Guldberg Skole;BUF;Område Nørrebro/Bispebjerg;Skolefritidsordninger og fritidshjem;Kommunal;Nørrebro-Bispebjerg;37821;37821;5,79801E+12;64942212;82601015;;5290;;1031686;1021623268;35302225;37821@buf.kk.dk;;https://guldbergskole.aula.dk;Møllegade 25D;Møllegade;2200;København N;25D;;;Møllegade 25D, 2200 København N;125.579.337;556.922.502;6177566.64;723608.23;4892;København;101;;Guldberg Skole;Nørrebro;;København N;Nørrebro;115;Nørre Alles;4;Nørrebro;20d1bb1e-9f47-4dda-ac2f-9697ea8e1e34;Fritidsinstitution, KKFO;;NEJ;No;JA;L1671;U427;889140;https://kkorg.kk.dk/tree-unit/5ba3c71876989e13ec003139;1511;MULTIPOINT ((12.557933737985454 55.692250253291725))
kkorg_enheder_offentlig.1512;341;2073;Halvdagsbørnehaven Thyborøn Allé;BUF;Område Brønshøj/Vanløse;Børnehaver;Kommunal;Brønshøj-Vanløse;37375;37375;5,79801E+12;64942212;82601015;;373753750;Brønshøj/Vanløse Klynge E;750358;1003256237;30742906;37375@buf.kk.dk;;https://halvdagsboernehaven-kk.aula.dk;Tyborøn Allé 53;Tyborøn Allé;2720;Vanløse;53;1;;Tyborøn Allé 53, 2720 Vanløse;124.735.709;556.860.923;6176612.82;718342.95;7736;København;101;;Damhusengens Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;239;Rubjerg;8;Vanløse;2e9829b5-381a-489f-bf2e-684ca732bf1c;Borgerhenvendelse, Børnehave, Daginstitution;;JA;No;JA;L56;U904;889130;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003cf7;1512;MULTIPOINT ((12.473570880610916 55.686092332569174))
kkorg_enheder_offentlig.1513;123;4846;Dronning Louise;BUF;Område Indre By/Østerbro;Aldersintegrerede institutioner;Kommunal;Indre By-Østerbro;37573;37573;5,79801E+12;64942212;82601015;;375735733;Indre By/Østerbro Klynge C;1026213;1003256328;21216269;37573@buf.kk.dk;;https://drlouiseboern-kk.aula.dk;Upsalagade 19;Upsalagade;2100;København Ø;19;st;;Upsalagade 19, 2100 København Ø;1.257.796;556.919.826;6177601.67;724867.78;7860;København;101;;Øster Farimagsgades Skole;City-Østerbro;;København Ø;Indre by;62;Børnehospitalets;2;Indre By;6bc8bcac-93bd-442a-8455-41554bc8e4d0;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Skovbus, Vuggestue;;JA;No;JA;L3921;U731;889150;https://kkorg.kk.dk/tree-unit/5ba3c71d76989e0e08005089;1513;MULTIPOINT ((12.577960037988005 55.69198262061033))
kkorg_enheder_offentlig.1514;1536;4243;Vinklen Vikarer;SOF;Borgercenter Handicap;Døgninstitutioner for personer med psykiske handicap;Kommunal;Østerbro;64195;64195;5,79801E+12;64942212;55072817;;641951957;BCH CSB;1016507;1018864432;33663366;;;;Thomas Laubs Gade 4A;Thomas Laubs Gade;2100;København Ø;4A;st;1;Thomas Laubs Gade 4A, 2100 København Ø;125.725.946;557.134.306;6179969.57;724407.7;7392;København;101;;Kildevældsskolen;City-Østerbro;;København Ø;Østerbro;98;Kuhlaus;3;Østerbro;ef41065e-1122-4474-a950-fc8089a838e8;Handicaptilbud;;JA;No;JA;L826;U2906;872010;https://kkorg.kk.dk/tree-unit/5ba3c74176989e12c8000fa3;1514;MULTIPOINT ((12.572594572354122 55.71343063916654))
kkorg_enheder_offentlig.1515;881;6755;Murergården;BUF;Område Nørrebro/Bispebjerg;Aldersintegrerede institutioner;Selvejende;Nørrebro-Bispebjerg;;;;43700456;43700456;;6755;Nørrebro/Bispebjerg Netværk 1;1065934;1029037759;35394942;murergaarden@kk.dk;;https://murergaarden-kk.aula.dk/;Thorupsgade 4;Thorupsgade;2200;København N;4;st;;Thorupsgade 4, 2200 København N;125.578.337;556.846.438;6176720.38;723645.39;7416;København;101;;Blågård Skole;Nørrebro;;København N;Nørrebro;131;Ewalds;4;Nørrebro;525a8d93-b3cc-4ede-92e5-0364eda73651;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Tværgående institution, Vuggestue;;JA;No;JA;L5421;U4187;889150;https://kkorg.kk.dk/tree-unit/64074b00061c0000cd003f45;1515;MULTIPOINT ((12.55783369836142 55.68464381733776))
kkorg_enheder_offentlig.1516;403;2128;Kongerosen;BUF;Område Valby/Vesterbro/Kgs. Enghave;Skolefritidsordninger og fritidshjem;Selvejende;Valby-Vesterbro-Kgs. Enghave;35347;35347;;43395718;43395718;;353479999;;1025587;1021891726;33861050;35347@buf.kk.dk;;https://kongerosen-kk.aula.dk;Fuglehavevej 122;Fuglehavevej;2750;Ballerup;122;;;;;;;;733;Ballerup;151;;;;;;;;;;;06ec0eee-9e83-49ee-a5be-392ffd30029c;Børnehave, Daginstitution, Udflytteradresse;;NEJ;No;JA;L1130;U269;889140;https://kkorg.kk.dk/tree-unit/5ba3c71576989e13ec002d85;1516;
kkorg_enheder_offentlig.1518;1194;5425;Fritidscenter 4 - Syd;BUF;Område Amager;Skolefritidsordninger og fritidshjem;Selvejende;Amager;35902;35902;;31868076;31868076;;5425;Amager Klynge 4/LUMIX;1031993;1017617938;20703472;35902@buf.kk.dk;;https://fritidscenter4syd-kk.aula.dk/;Jens Warmings Vej 79;Jens Warmings Vej;2300;København S;79;;;Jens Warmings Vej 79, 2300 København S;125.991.374;556.452.886;6172477.69;726467.83;3388;København;101;;Dyvekeskolen;Amager;;København S;Amager Vest;354;Vejlands;12;Amager Vest;bd43b33e-cb81-46f5-91bb-de86d9f33bd8;Fritidscenter, Fritidsklub, Ungdomsklub;;JA;No;JA;L297;U133;889140;https://kkorg.kk.dk/tree-unit/5ba3c71376989e11dc0044a5;1518;MULTIPOINT ((12.599137442357575 55.64528867130047))
kkorg_enheder_offentlig.1519;1187;5278;Fritidscenter Vanløse;BUF;Fagligt Center;Fritids- og ungdomsklubber;Kommunal;Brønshøj-Vanløse;37940;37940;5,79801E+12;64942212;82601015;;5278;Fritidsklynge Brønshøj/Vanløse;1031669;1021650044;33662629;37940@buf.kk.dk;;https://fc-Vanloese-kk.aula.dk;Randbølvej 27;Randbølvej;2720;Vanløse;27;;;Randbølvej 27, 2720 Vanløse;124.979.005;556.910.286;6177238.72;719843.86;5712;København;101;;Katrinedals Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;249;Bangsbos;8;Vanløse;ee0a4b4b-7da0-4587-a44c-6ece9c44de16;Fritidscenter, Fritidsklub, Ungdomsklub;;NEJ;No;JA;L3017;U907;889160;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003d09;1519;MULTIPOINT ((12.497900488179116 55.691028602911))
kkorg_enheder_offentlig.1520;1152;2111;Oehlenschlægersgades Skole;BUF;Område Valby/Vesterbro/Kgs. Enghave;Folkeskoler o.lign.;Kommunal;Valby-Vesterbro-Kgs. Enghave;31132;31132;5,79801E+12;64942212;82601015;;311320000;;800381;1024403412;33668520;oeh@kk.dk;;https://oeh.aula.dk;Oehlenschlægersgade 55;Oehlenschlægersgade;1663;København V;55;;;Oehlenschlægersgade 55, 1663 København V;125.503.208;55.667.741;6174816.35;723269.67;5240;København;101;;Oehlenschlægersgades Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;177;Revals;5;Vesterbro;4e266f76-7028-4b9b-966e-58a030f214ce;Distriktsskole, Borgerhenvendelse;;JA;No;JA;L4134;U176;852010;https://kkorg.kk.dk/tree-unit/5ba3c71376989e11dc0045a7;1520;MULTIPOINT ((12.550320765042654 55.66774107082259))
kkorg_enheder_offentlig.1521;1131;1723;Utterslev Skole;BUF;Område Nørrebro/Bispebjerg;Folkeskoler o.lign.;Kommunal;Nørrebro-Bispebjerg;31195;31195;5,79801E+12;64942212;82601015;;311950000;;804572;1010020154;33669200;utterslevskole@buf.kk.dk;;https://utterslevskole.aula.dk;Skoleholdervej 20;Skoleholdervej;2400;København NV;20;;;Skoleholdervej 20, 2400 København NV;125.198.609;557.112.668;6179559.39;721109.07;6492;København;101;;Utterslev Skole;Bispebjerg;;København NV;Bispebjerg;307;Hyrdevangens;10;Bispebjerg;9fd04777-6902-417f-a40c-02b6afae63db;Borgerhenvendelse, Distriktsskole;;JA;No;JA;L619;U384;852010;https://kkorg.kk.dk/tree-unit/5ba3c71776989e13ec003037;1521;MULTIPOINT ((12.519860870936643 55.71126680272789))
kkorg_enheder_offentlig.1522;598;5273;Fritidsinstitutionen ved Bellahøj Skole;BUF;Område Brønshøj/Vanløse;Skolefritidsordninger og fritidshjem;Kommunal;Brønshøj-Vanløse;37840;37840;5,79801E+12;64942212;82601015;;378400000;;1031661;1003427684;60872570;37840@buf.kk.dk;;https://bellahoej.aula.dk;Svenskelejren 20;Svenskelejren;2700;Brønshøj;20;;;Svenskelejren 20, 2700 Brønshøj;125.099.991;557.045.244;6178778.11;720527.86;7180;København;101;;Bellahøj Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;284;Skansebjergs;9;Brønshøj-Husum ;0beac269-9e7c-4b03-85bd-8ede7338e278;Borgerhenvendelse, Fritidsinstitution, KKFO;;JA;No;JA;L3046;U920;889140;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003d57;1522;MULTIPOINT ((12.509999154120504 55.704524411796115))
kkorg_enheder_offentlig.1523;1644;2007;Legehuset;BUF;Område Brønshøj/Vanløse;Aldersintegrerede institutioner;Selvejende;Brønshøj-Vanløse;35278;35278;;62545712;62545712;;352789999;Brønshøj/Vanløse Netværk 1;1025534;1003149143;21394333;35278@buf.kk.dk;;https://legehuset-kk.aula.dk/;Frederikssundsvej 257;Frederikssundsvej;2700;Brønshøj;257;st;;Frederikssundsvej 257, 2700 Brønshøj;124.841.827;557.078.347;6179064.42;718888.07;1964;København;101;;Husum Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;257;Knabstrupvejs;9;Brønshøj-Husum ;8c1a8b0b-f59d-4b60-a637-87798735498d;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;NEJ;No;JA;L1175;U875;889150;https://kkorg.kk.dk/tree-unit/5ba3c71f76989e1360003c49;1523;MULTIPOINT ((12.48418263542072 55.707834731680045))
kkorg_enheder_offentlig.1524;699;2108;Område Brønshøj/Vanløse;BUF;Område Brønshøj/Vanløse;Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring;Kommunal;Brønshøj-Vanløse;38400;38400;5,79801E+12;64942212;82601015;;384000000;;804659;1018289101;33175933;bv@buf.kk.dk;;;Jydeholmen 15;Jydeholmen;2720;Vanløse;15;;;Jydeholmen 15, 2720 Vanløse;124.890.735;556.855.796;6176604.74;719319.85;3456;København;101;;Damhusengens Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;246;Jydeholmens;8;Vanløse;e5d9bf44-6cb0-4af3-bb58-ec99451ce919;Borgerhenvendelse, Område;;JA;No;JA;L3523;U853;841200;https://kkorg.kk.dk/tree-unit/5ba3c71f76989e1360003bc5;1524;MULTIPOINT ((12.48907346458638 55.68557961270214))
kkorg_enheder_offentlig.1525;1233;2024;Adventskirkens Børnehave;BUF;Område Brønshøj/Vanløse;Aldersintegrerede institutioner;Selvejende;Brønshøj-Vanløse;35442;35442;5,79801E+12;22046012;22046012;;354429999;Brønshøj/Vanløse Klynge 3;1025368;1021650737;21992624;35442@buf.kk.dk;;https://adventskirkensboernehave-kk.aula.dk/;Skibelundvej 20;Skibelundvej;2720;Vanløse;20;;;Skibelundvej 20, 2720 Vanløse;124.953.282;556.926.151;6177407.01;719673.36;6452;København;101;;Katrinedals Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;249;Bangsbos;8;Vanløse;2e978c66-d624-4d0b-8991-c31d23bd9808;Borgerhenvendelse, Børnehave, Daginstitution;;JA;No;JA;L931;U930;889150;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003d93;1525;MULTIPOINT ((12.495328169237668 55.692615118967865))
kkorg_enheder_offentlig.1526;1271;6400;Fritidsinstitutionen ved Kildevældsskolen;BUF;Område Indre By/Østerbro;Skolefritidsordninger og fritidshjem;Kommunal;Indre By-Østerbro;;;5,79801E+12;64942212;82601015;FI ved Kildevældsskolen;6400;;1056875;1019284685;21442791;77023@kk.dk;;https://kildevaeld.aula.dk;Bellmansgade 5A;Bellmansgade;2100;København Ø;5A;;;Bellmansgade 5A, 2100 København Ø;125.694.098;557.154.021;6180178.52;724196.45;452;København;101;;Kildevældsskolen;City-Østerbro;;København Ø;Østerbro;99;Bellmans;3;Østerbro;f73a20ab-7416-4a2b-91a2-e2ff14e0d793;Borgerhenvendelse, Fritidsinstitution, KKFO;;JA;No;JA;L4733;U3832;889140;https://kkorg.kk.dk/tree-unit/5ee0da9bcb210000890061a0;1526;MULTIPOINT ((12.569409848954567 55.71540216766204))
kkorg_enheder_offentlig.1527;1088;2001;Brønshøj Skole;BUF;Område Brønshøj/Vanløse;Folkeskoler o.lign.;Kommunal;Brønshøj-Vanløse;31192;31192;5,79801E+12;64942212;82601015;;311920000;;800428;1003253627;33664868;broenshoejskole@buf.kk.dk;;https://brh.aula.dk;Klintholmvej 5;Klintholmvej;2700;Brønshøj;5;;;Klintholmvej 5, 2700 Brønshøj;124.950.311;557.042.558;6178700.7;719589.38;3748;København;101;;Brønshøj Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;274;Valløvejs;9;Brønshøj-Husum ;ff9ac3a1-f24e-47b3-b2ba-3c8d4dff1f79;Borgerhenvendelse, Distriktsskole;;JA;No;JA;L3984;U964;852010;https://kkorg.kk.dk/tree-unit/5ba3c72176989e1360003e5f;1527;MULTIPOINT ((12.495031108001543 55.704255791379126))
kkorg_enheder_offentlig.1756;84;6137;Borgerservice Nord og Øst;KFF;Center for Borgerservice og Myndighed;Biblioteker;Kommunal;;99999;55020;5,79801E+12;64942212;21318809;;6137;KFF KBH BorgerS;1051740;1003253330;;;;;Jagtvej 227;Jagtvej;2100;København Ø;227;;;Jagtvej 227, 2100 København Ø;125.764.946;55.709.166;6179507.93;724677.05;3332;København;101;;Strandvejsskolen;City-Østerbro;;København Ø;Østerbro;90;Langesunds;3;Østerbro;83b58384-9d74-47cc-aed3-646ae072af0a;Borgerservice;;NEJ;No;JA;L5066;U3506;910110;https://kkorg.kk.dk/tree-unit/5c8c437076989e17d8004c73;1756;MULTIPOINT ((12.576494590575962 55.70916603935135))
kkorg_enheder_offentlig.1528;512;5850;Specialfritidsinstitutionen ved Kirkebjerg Skole;BUF;Område Brønshøj/Vanløse;Skolefritidsordninger og fritidshjem;Kommunal;Brønshøj-Vanløse;37675;37675;5,79801E+12;64942212;82601015;Specialfritidsinst. Kirkebjerg Skole;5850;;1041777;1022490202;33661440;37675@buf.kk.dk;;https://kirkebjergskole.aula.dk;Vanløsehøj 4;Vanløsehøj;2720;Vanløse;4;;;Vanløsehøj 4, 2720 Vanløse;124.827.601;556.962.621;6177772.86;718863.45;7992;København;101;;Kirkebjerg Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;251;Kirkebjergs;8;Vanløse;25fd72eb-f2fe-476e-a0db-349a792953af;Borgerhenvendelse, Fritidsinstitution, KKFO, Specialinstitution;;JA;No;JA;L3698;U912;889140;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003d27;1528;MULTIPOINT ((12.482760089211993 55.696262159153136))
kkorg_enheder_offentlig.1529;1668;236;Hillerødgade Bad og Hal;KFF;Center for Kultur- og Fritidsaktiviteter;Drift af sportsanlæg;Kommunal;;52108;52108;5,79801E+12;64942212;21318809;;521085080;KFF Ejendomsd og S;853963;1002991783;;;https://www.facebook.com/Hillerodegade/;https://svoemkbh.kk.dk/hilleroedgade;Sandbjerggade 35;Sandbjerggade;2200;København N;35;;;Sandbjerggade 35, 2200 København N;12.539.571;556.967.097;6178003.51;722429.37;6204;København;101;;Nørrebro Park Skole;Nørrebro;;København N;Nørrebro;145;Høsterkøbgades;4;Nørrebro;b2cd4fd4-e6f0-477d-ac4d-983058fc64d7;Idrætsanlæg, Svømmehal;;JA;No;JA;L3959;U1372;931100;https://kkorg.kk.dk/tree-unit/5ba3c72876989e11b80051bf;1529;MULTIPOINT ((12.53957102146804 55.696709769804656))
kkorg_enheder_offentlig.1530;1243;255;Idrætshuset/Østerbro Stadion;KFF;Center for Kultur- og Fritidsaktiviteter;Drift af sportsanlæg;Kommunal;;52311;52311;5,79801E+12;64942212;21318809;;523115300;KFF Kultur Østerbro;853994;1002991746;82205087;bookoesterbro@kff.kk.dk;;https://kulturogfritidoe.kk.dk/idraetshuset-og-oesterbro-stadion;Gunnar Nu Hansens Plads 7;Gunnar Nu Hansens Plads;2100;København Ø;7;;;Gunnar Nu Hansens Plads 7, 2100 København Ø;125.748.489;557.047.666;6179013.32;724598.97;2438;København;101;;Sortedamskolen;City-Østerbro;;København Ø;Østerbro;88;Sankt Jakobs;3;Østerbro;3e7027aa-fab1-4639-908d-7549d4d9c54d;Idrætsanlæg;;JA;No;JA;L1279;U1319;931100;https://kkorg.kk.dk/tree-unit/5ba3c72776989e11b8005081;1530;MULTIPOINT ((12.574848907853625 55.70476658947784))
kkorg_enheder_offentlig.1531;1166;1995;Korsager Skole;BUF;Område Brønshøj/Vanløse;Folkeskoler o.lign.;Kommunal;Brønshøj-Vanløse;31115;31115;5,79801E+12;64942212;82601015;;311150000;;800365;1003252711;82562540;korsager@kk.dk;;https://korsager.aula.dk;Grevingevej 15;Grevingevej;2700;Brønshøj;15;;;Grevingevej 15, 2700 Brønshøj;124.696.468;557.088.553;6179132.11;717969.6;2296;København;101;;Korsager Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;259;Bjergstedvejs;9;Brønshøj-Husum ;2e165b91-b9f5-4ba2-93ba-e72acad41b7a;Borgerhenvendelse, Distriktsskole;;JA;No;JA;L1719;U879;852010;https://kkorg.kk.dk/tree-unit/5ba3c71f76989e1360003c61;1531;MULTIPOINT ((12.469646804967166 55.70885537427021))
kkorg_enheder_offentlig.1532;812;2148;Vesterbro Ungdomsgård;BUF;Fagligt Center;Fritids- og ungdomsklubber;Selvejende;Valby-Vesterbro-Kgs. Enghave;35702;35702;;65048817;65048817;;357029999;Fritid og Unge;1025615;1016468157;33550080;vesterbroungdomsgaard@kk.dk;;http://www.vesterbro-ungdomsgaard.dk/;Absalonsgade 8;Absalonsgade;1658;København V;8;;;Absalonsgade 8, 1658 København V;125.532.176;556.717.653;6175273.24;723428.81;20;København;101;;Oehlenschlægersgades Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;172;Absalons;5;Vesterbro;44ed68c9-eb60-400c-b8f9-83eb2dd71f5b;Borgerhenvendelse, Fritidscenter, Fritidsklub, Ungdomsklub;;JA;No;JA;L2050;U222;889160;https://kkorg.kk.dk/tree-unit/5ba3c71476989e11dc0046bb;1532;MULTIPOINT ((12.553217618774937 55.671765379200025))
kkorg_enheder_offentlig.1533;526;5311;Fritidsinstitutionen ved Nørrebro Park Skole;BUF;Område Nørrebro/Bispebjerg;Skolefritidsordninger og fritidshjem;Kommunal;Nørrebro-Bispebjerg;37822;37822;5,79801E+12;64942212;82601015;Fritidsinst. ved Nørrebro Park Skole;5311;;1031744;1007513972;33663434;37822@buf.kk.dk;;https://nps.aula.dk;Jagtvej 34;Jagtvej;2200;København N;34;;;Jagtvej 34, 2200 København N;125.447.037;556.902.874;6177305.74;722788.31;3332;København;101;;Nørrebro Park Skole;Nørrebro;;København N;Nørrebro;130;Helligkors;4;Nørrebro;b3605c72-1ec5-4eec-a5dd-31b0b043ca5a;Borgerhenvendelse, Fritidsinstitution, KKFO;;JA;No;JA;L664;U358;889140;https://kkorg.kk.dk/tree-unit/5ba3c71776989e13ec002f9b;1533;MULTIPOINT ((12.544703710534462 55.69028741857909))
kkorg_enheder_offentlig.1534;266;2289;Stjernen;BUF;Område Brønshøj/Vanløse;Vuggestuer;Kommunal;Brønshøj-Vanløse;37306;37306;5,79801E+12;64942212;82601015;;373063060;Brønshøj/Vanløse Klynge A;750194;1021012064;29398574;37306@buf.kk.dk;;https://stjernen-kk.aula.dk;Arkaderne 58;Arkaderne;2700;Brønshøj;58;;;Arkaderne 58, 2700 Brønshøj;124.858.771;557.205.383;6180482.62;718923.36;210;København;101;;Tingbjerg Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;267;Gavlhus;9;Brønshøj-Husum ;07926731-37a2-46a9-9f6e-c1080b2f0981;Aldersintegreret institution, Borgerhenvendelse, Daginstitution, Vuggestue;;JA;No;JA;L2165;U885;889120;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003c85;1534;MULTIPOINT ((12.485877080277227 55.720538305669486))
